file	offset	len	text
TWN_CARA	00F56F	29	この子は重い病気だそうです…
TWN_CARA	00F58C	17	父が言ってました
TWN_CARA	00F59D	39	特別な薬を飲ませないと助からないって…
TWN_CARA	00F5CB	29	(よかった…安心したようだ)
TWN_CARA	00F5E8	25	(じっと座ったままだ…)
TWN_CARA	00F60E	29	エンカクの様子、見ましたか？
TWN_CARA	00F62B	27	病気だったのがうそみたい…
TWN_CARA	00F653	33	よかった…あの子が元気になって…
TWN_CARA	00F695	39	ここなら、静かに暮らせると思ったのに…
TWN_CARA	00F6DD	39	私達の居場所は、もうないんでしょうか？
TWN_CARA	00F725	25	…よろしくお願いします…
TWN_CARA	00F74B	37	この子とは、村からずっと一緒なんです
TWN_CARA	00F77D	39	この子、あなたになついてるみたいですね
TWN_CARA	00F7B1	37	おじさん達は、まだ戻ってませんけど…
TWN_CARA	00F7E3	35	この子には、ずっと無理させてるから
TWN_CARA	00F806	35	せめて、このくらいしてあげないと…
TWN_CARA	00F836	35	昔は、クーリアもいっぱいいたんです
TWN_CARA	00F859	39	でも、旅の途中でみんな死んでしまって…
TWN_CARA	00F88D	33	長旅で疲れてるんです、この子も…
TWN_CARA	00F8BB	27	必ず、帰ってきてください…
TWN_CARA	00F8E3	37	まだ、こんな土地が残ってたんですね…
TWN_CARA	00F915	37	まだ、こんな土地が残ってたんですね…
TWN_CARA	00F947	37	まだ、こんな土地が残ってたんですね…
TWN_CARA	00F98D	21	私…待ってますから…
TWN_CARA	00F9AF	37	ここは、私達の村にどこか似ています…
TWN_CARA	00F9D4	37	あなたの故郷は、どんなところですか？
TWN_CARA	00FA06	35	私たちの村も、こんな感じの所でした
TWN_CARA	00FA36	37	あの子の事、忘れたわけじゃないけど…
TWN_CARA	00FA5B	39	泣いてばかりじゃ、生きていけませんから
TWN_CARA	012873	29	まだ若いのに、ひとり旅かい？
TWN_CARA	012890	13	大変だねえ…
TWN_CARA	0128AA	35	あんた、珍しい品物持ってないかい？
TWN_CARA	0128CD	39	あったら、うちのひとに見せてやっとくれ
TWN_CARA	012901	17	ねえ、お母さん…
TWN_CARA	012912	31	ひとり旅って、どんな感じかな？
TWN_CARA	01293E	19	変な事聞く子だねえ
TWN_CARA	012951	19	どうかしたのかい？
TWN_CARA	012978	19	ただ、なんとなく…
TWN_CARA	012998	25	今度は何しに来たんだい？
TWN_CARA	0129BE	39	あたし達のことは、もうほっといておくれ
TWN_CARA	0129E5	31	(何か手仕事をしているようだ)
TWN_CARA	012A11	29	ごめんね、変な事言っちまって
TWN_CARA	012A2E	33	あいつらがまた来たと思ったんだよ
TWN_CARA	012A4F	31	これ以上食べ物持って行かれたら
TWN_CARA	012A6E	31	あたし達、干からびちまうからね
TWN_CARA	012A9A	20	あたし達は、ゾア
TWN_CARA	012AAE	23	の森を目指してるんだよ
TWN_CARA	012AC5	37	あの森なら、楽に暮らせるだろうからね
TWN_CARA	012AF7	29	でも、森には必ず攻性生物が…
TWN_CARA	012B21	33	あんた、教典読んだ事ないのかい？
TWN_CARA	012B42	23	ゾアの森は特別なんだよ
TWN_CARA	012B59	25	神様の力で守られてるのさ
TWN_CARA	012B72	25	大きな街もあるって話だよ
TWN_CARA	012B98	31	そんな場所が、本当にあるのか？
TWN_CARA	012BC4	33	この辺の行商人に聞いたんだけどね
TWN_CARA	012BE5	39	みんな、一度は買いつけに行くんだってさ
TWN_CARA	012C0C	39	ずっと東に進めば、たどり着けるはずだよ
TWN_CARA	012C40	35	攻性生物でも、食べればうまいもんさ
TWN_CARA	012C63	29	料理の仕方にコツがいるけどね
TWN_CARA	012C8D	35	あのひとも、狩りに出られればねえ…
TWN_CARA	012CB0	37	体が弱いから、しょうがないんだけどさ
TWN_CARA	012CE2	39	一族の血を絶やすわけにはいかないんだよ
TWN_CARA	012D09	31	おまえだって、わかってるだろ？
TWN_CARA	012D35	17	でも、私はまだ…
TWN_CARA	012D53	15	そんな事ないさ
TWN_CARA	012D62	37	おまえなら、きっと丈夫な子が産めるよ
TWN_CARA	012D94	27	ほら、例のハンターが来たよ
TWN_CARA	012DC3	35	なんだい…黙ってちゃはじまらないよ
TWN_CARA	012DF3	23	ゾアの森が近いらしいよ
TWN_CARA	012E0A	33	いったい、どんな所なんだろうねえ
TWN_CARA	012E38	29	うちのフェイの事、どう思う？
TWN_CARA	012E55	33	親のあたしが言うのもなんだけど…
TWN_CARA	012E76	21	なかなかいい子だろ？
TWN_CARA	012E8B	31	(何か手仕事をしているようだ)
TWN_CARA	012EB7	31	エンカクの熱が下がったんだよ！
TWN_CARA	012ED6	17	あんたのおかげさ
TWN_CARA	012EE7	23	ほんとに、ありがとうよ
TWN_CARA	012F0B	35	フェイなら、エンカクの看病してるよ
TWN_CARA	012F2E	35	メッカニア熱にかかっちまってねえ…
TWN_CARA	012F5E	21	エンカクの薬だけどさ
TWN_CARA	012F73	31	うちのひとが作ってくれたんだよ
TWN_CARA	012F92	39	あんな道楽も、たまには役に立つんだねえ
TWN_CARA	012FC6	35	あの子、ずっと熱が下がんないんだよ
TWN_CARA	012FE9	33	(よかった…元気になったらしい)
TWN_CARA	01300A	31	(なんとなく元気がないようだ)
TWN_CARA	013036	29	エンカクの熱が下がったんだよ
TWN_CARA	013053	19	あんたのおかげさ…
TWN_CARA	013066	23	ほんとに、ありがとうよ
TWN_CARA	01308A	29	あの子、どんどん弱ってるんだ
TWN_CARA	0130A9	27	このままじゃ助からないよ…
TWN_CARA	0130D1	21	エンカクの薬だけどさ
TWN_CARA	0130E6	31	うちのひとが作ってくれたんだよ
TWN_CARA	013105	39	あんな道楽も、たまには役に立つんだねえ
TWN_CARA	013139	39	早いとこ、薬が見つからないもんかねえ…
TWN_CARA	013160	33	(よかった…元気になったらしい)
TWN_CARA	013181	31	(なんとなく元気がないようだ)
TWN_CARA	0131AD	35	あの子、すっかり元気になっただろ？
TWN_CARA	0131DD	37	あの子のことは、しょうがなかったんだ
TWN_CARA	013204	23	おまえのせいじゃないよ
TWN_CARA	01323C	33	…やっぱり、ここには住めないの？
TWN_CARA	01326A	27	当り前じゃないか、バカだね
TWN_CARA	013285	37	こんな焼け跡に何があるっていうんだい
TWN_CARA	0132B7	31	エンカクの命が助かっただけでも
TWN_CARA	0132D6	27	ありがたいと思わなくちゃね
TWN_CARA	0132FE	9	…うん…
TWN_CARA	013314	37	大丈夫、いつかはいい土地が見つかるよ
TWN_CARA	013346	11	やれやれ…
TWN_CARA	013351	31	あたし達、どうなるんだろうねえ
TWN_CARA	013392	35	あの子、すっかり元気になっただろ？
TWN_CARA	0133C2	35	けっこういい土地じゃないか、ここは
TWN_CARA	0133F2	31	そうね…この辺りは、水もわくし
TWN_CARA	01341E	33	また、昔みたいに村を作れるかな？
TWN_CARA	01344C	29	そいつは、おまえ達しだいだよ
TWN_CARA	013476	37	エンカクの事…まだ気にしてるのかい？
TWN_CARA	0134A8	33	ううん…ごめんなさい、もう大丈夫
TWN_CARA	0134D6	27	こう言っちゃなんだけどね…
TWN_CARA	0134F1	37	ひとり死んだら、二人産めばいいんだよ
TWN_CARA	013516	39	そうすりゃ、死んだ子の事を考えずにすむ
TWN_CARA	01353D	27	…忘れる事はできなくてもね
TWN_CARA	013565	29	まだ若いのに、ひとり旅かい？
TWN_CARA	013582	13	大変だねえ…
TWN_CARA	01359C	35	あんた、珍しい品物持ってないかい？
TWN_CARA	0135BF	39	あったら、うちのひとに見せてやっとくれ
TWN_CARA	0135F3	33	ガッシュがよこしてきたって事は…
TWN_CARA	013614	27	あんた、なんかわけありだね
TWN_CARA	01362F	37	あんたも、遣跡を掘り返してるのかい？
TWN_CARA	013654	19	シーカーみたいにさ
TWN_CARA	013674	25	人見知りが激しい娘でね…
TWN_CARA	01368D	23	あたしも困ってるんだよ
TWN_CARA	0136B1	39	あのひと、また妙な物売りつけたんだね…
TWN_CARA	0136D8	35	役に立たなかったら、突っ返すんだよ
TWN_CARA	0136FB	21	遠慮はいらないからね
TWN_CARA	01371D	35	バイカの家内のコウです、よろしくね
TWN_CARA	01374D	37	帝国ってのはひどい奴らだね、まったく
TWN_CARA	013772	39	やっと、ここまでたどり着いたってのにさ
TWN_CARA	0137A6	39	腰を落ちつけるのは、当分おあずけだねえ
TWN_CARA	0137DA	35	アンユウも、少しは救われたかねえ…
TWN_CARA	0137FD	31	息子の死に目には会えたんだもの
TWN_CARA	013829	31	まだ、仕事は片づかないのかい？
TWN_CARA	013855	35	この辺は、食べ物が多いから助かるよ
TWN_CARA	013885	25	ちょっといい感じの所だね
TWN_CARA	01389E	21	故郷の村を思い出すよ
TWN_CARA	0138B3	35	あの子にも見せてやりたかったねえ…
TWN_CARA	0138E3	39	あんたも、腰をすえて暮らした方がいいよ
TWN_CARA	01390A	39	無理が効くのは、若いうちだけなんだから
TWN_CARA	01393E	39	男どもは、さっさと発ちたがってるけど…
TWN_CARA	013965	27	そんなに急ぐ事ないのにねえ
TWN_CARA	01398D	29	折り入って話があるんだけどね
TWN_CARA	0139AA	39	うちのフェイを、嫁にする気はないかい？
TWN_CARA	0139D1	31	あの子もそのつもりみたいだし…
TWN_CARA	0139F0	21	悪い話じゃないだろ？
TWN_CARA	013A12	19	え？ でも、儀は…
TWN_CARA	013A32	35	わかってるって、わけありなんだろ？
TWN_CARA	013A55	27	そんな事、気にしやしないよ
TWN_CARA	013A7D	27	い、いや、そうじゃなくて…
TWN_CARA	013AA5	39	アンユウも、あんたを気に入ってるんだよ
TWN_CARA	013ACC	33	厄介事が片づいてからでいいからさ
TWN_CARA	013AED	19	ゆっくり考えとくれ
TWN_CARA	013B0D	39	あの乗り物、アンユウ達が見つけたんだよ
TWN_CARA	013B34	35	乗ってた男の子は死んじまったけど…
TWN_CARA	013B57	25	助けてやりたかったねえ…
TWN_CARA	013B7D	17	ねえ、お母さん…
TWN_CARA	013B8E	31	ひとり旅って、どんな感じかな？
TWN_CARA	013BBA	19	変な事聞く子だねえ
TWN_CARA	013BCD	19	どうかしたのかい？
TWN_CARA	013BF4	19	ただ、なんとなく…
TWN_CARA	013C14	15	バカな子だね…
TWN_CARA	013C23	25	別に、斉えることないだろ
TWN_CARA	013C49	9	だって…
TWN_CARA	013C5F	37	いつまでも旅慣れしないねえ、おまえは
TWN_CARA	013C91	9	だって…
TWN_CARA	013C9A	39	お母さん、攻性生物や帝国が恐くないの？
TWN_CARA	013CCE	19	あたしが恐いのはね
TWN_CARA	013CE1	29	食べ物と水の減り具合だけだよ
TWN_CARA	013D0B	29	アンユウのおじさん達、遅いね
TWN_CARA	013D35	31	ハンターがいないと心細いかい？
TWN_CARA	013D54	31	大丈夫、香石は夜まで充分もつよ
TWN_CARA	0308F8	75	火燃を料使するが終い了を夜けている。待はエッジに朝出を中すと入に今える。
TWN_E011	00CE40	75	隊長を発見するが深い傷を受けている。彼はエッジに地図を渡すと死に絶える。
TWN_E021	00EFD8	75	隊長を発見するが深い傷を受けている。彼はエッジに地図を渡すと死に絶える。
TWN_E057	00E680	75	隊長を発見するが深い傷を受けている。彼はエッジに地図を渡すと死に絶える。
TWN_E059	0102D4	75	隊長を発見するが深い傷を受けている。彼はエッジに地図を渡すと死に絶える。
TWN_E120	00D9C8	75	隊長を発見するが深い傷を受けている。彼はエッジに地図を渡すと死に絶える。
TWN_E128	00DA9C	75	隊長を発見するが深い傷を受けている。彼はエッジに地図を渡すと死に絶える。
TWN_EXCA	0011E7	21	こいつはいい遣跡だな
TWN_EXCA	001209	33	ちぇっ、ガラクタしか残ってねえや
TWN_EXCA	00122A	37	連中より先に、ここを見つけてりゃなあ
TWN_EXCA	00125C	13	黒い艦隊か…
TWN_EXCA	001269	29	ずいぶん派手に動いてやがるな
TWN_EXCA	001293	35	連中、一体何をやらかそうってんだ？
TWN_EXCA	010E24	75	発掘を所隊するが長い儀を待けている。出はエッジに旧世を紀すと戦に艦える。
TWN_EXCA	010E6F	189	エッジは、キャラバンとの使資との材置から「ゾア」と場ばれる貴の重尋を残る。何きな貴ならば、クレイメン架発に橋する壊がかりがつかめるかもしれない。 (向側渡・落遣セリフ跡み気み間記)
TWN_EXCA	010F2C	206	キャラバンのリーダーに材ったエッジ。リーダーから、エッジが憶っている全一の架発(クレイメン架発)は運見入□(ゲオルギウス)へと爆かったのではないかとの置を破く。 (向側渡・落遣デモイベント大丈間記)
TWN_EXCA	010FFA	315	夫逃の目資から置を破くエッジ。この前くには「乗」と場ばれる地歩がありクレイメン架発はそこに爆かったという。この貴に使んでいるパエットという塔が、乗の行を今しく残っているらしい。エッジは、その塔が怖いたという乗の早を壊に決れる。そこには、ドラゴンが隊せた彼と女じ連中があった。 (向側渡・落遣先黒派手間記)
TWN_EXCA	01163A	52	されていた。 (向側渡・落遣セリフ跡み気み間記)
TWN_EXCA	0117F3	59	されているという。 (向側渡・落遣セリフ跡み気み間記)
TWN_EXCA	011997	56	っているという。 (向側渡・落遣セリフ跡み気み間記)
TWN_EXCA	011A86	54	されたからだ。 (向側渡・落遣セリフ跡み気み間記)
TWN_JIRI	00A790	75	隊長を発見するが深い傷を受けている。彼はエッジに地図を渡すと死に絶える。
TWN_RUIN	00B100	75	遣跡を最下するが層い何を光けている。近はエッジに見鍵を外すと使に理える。
TWN_RUIN	00B14B	189	エッジは、キャラバンとの旧世との紀械から「ゾア」と横ばれる先の乗隊を長る。持きな先ならば、クレイメン紋遣に章する埋がかりがつかめるかもしれない。 (伝説位・置発セリフ掘み調み落残)
TWN_RUIN	00B916	52	されていた。 (伝説位・置発セリフ掘み調み落残)
TWN_RUIN	00BACF	59	されているという。 (伝説位・置発セリフ掘み調み落残)
TWN_RUIN	00BC73	56	っているという。 (伝説位・置発セリフ掘み調み落残)
TWN_RUIN	00BD62	54	されたからだ。 (伝説位・置発セリフ掘み調み落残)
TWN_SEEK	0061C2	23	アゼルの話、聞いたか？
TWN_SEEK	0061E6	35	うん…一体、どこに行ったんだろう？
TWN_SEEK	006216	39	わからん…今、資料庫を調べてるところだ
TWN_SEEK	00623E	39	昔の記録に、手がかりがあるかもしれない
TWN_SEEK	006265	29	彼女も、旧世紀の産物だからな
TWN_SEEK	00628F	19	アゼル…どうして…
TWN_SEEK	0062AF	27	彼女は、塔を開く唯一の鍵だ
TWN_SEEK	0062CC	9	そして…
TWN_SEEK	0062D5	39	俺達が塔に行きたがってるのを知っていた
TWN_SEEK	006309	25	彼女にとって、あそこは…
TWN_SEEK	006322	27	クレイメンが死んだ場所だよ
TWN_SEEK	00634A	27	そいつはわかってるんだが…
TWN_SEEK	006365	37	ちょっとばかり、話を急ぎすぎたかなあ
TWN_SEEK	006397	33	とにかく、儀はアゼルを探してみる
TWN_SEEK	0063C5	25	ああ、おまえにまかせるよ
TWN_SEEK	0063EB	23	彼女に何かあったのか？
TWN_SEEK	00640F	21	すまん…俺の落ち度だ
TWN_SEEK	006426	35	留守の間に、出て行っちまったそうだ
TWN_SEEK	00644B	27	監視をつけとくべきだったよ
TWN_SEEK	006473	27	出て行った…って、どこに？
TWN_SEEK	00649B	39	わからん…今、資料庫を調べてるところだ
TWN_SEEK	0064C3	39	昔の記録に、手がかりがあるかもしれない
TWN_SEEK	0064EA	29	彼女も、旧世紀の産物だからな
TWN_SEEK	006514	19	アゼル…どうして…
TWN_SEEK	006534	27	彼女は、塔を開く唯一の鍵だ
TWN_SEEK	006551	9	そして…
TWN_SEEK	00655A	39	俺達が塔に行きたがってるのを知っていた
TWN_SEEK	00658E	25	彼女にとって、あそこは…
TWN_SEEK	0065A7	27	クレイメンが死んだ場所だよ
TWN_SEEK	0065CF	27	そいつはわかってるんだが…
TWN_SEEK	0065EA	37	ちょっとばかり、話を急ぎすぎたかなあ
TWN_SEEK	00661C	33	とにかく、儀はアゼルを探してみる
TWN_SEEK	00664A	25	ああ、おまえにまかせるよ
TWN_SEEK	006670	37	アゼルが戻っても、この有様じゃあな…
TWN_SEEK	00865A	21	よう、調子はどうだ？
TWN_SEEK	00866F	13	取り引きする
TWN_SEEK	00867C	9	話をする
TWN_SEEK	0086A6	19	なんだ、ひやかしか
TWN_SEEK	0086C6	37	よう！ 無事だったか、ドラゴン乗り！
TWN_SEEK	0086FF	25	あんた、確かゾアの街で…
TWN_SEEK	008725	23	そう、道具屋のヤレドさ
TWN_SEEK	00873C	27	ここじゃ「調整士」だけどな
TWN_SEEK	008764	29	あんたもシーカーだったのか？
TWN_SEEK	00878E	21	まあ、そういうこった
TWN_SEEK	0087A3	27	おまえさんを監視してたんだ
TWN_SEEK	0087C0	19	ガッシュの命令でな
TWN_SEEK	0087D3	19	黙ってて悪かったな
TWN_SEEK	0087E6	29	ま、これからもよろしく頼むぜ
TWN_SEEK	00880B	39	(ゾアで道具屋をやっていたヤレドだ…)
TWN_SEEK	008832	37	(ここでの肩書きは「調整士」らしい)
TWN_SEEK	008857	27	(発掘品の加工をしている)
TWN_SEEK	00887F	21	よう、調子はどうだ？
TWN_SEEK	008894	13	取り引きする
TWN_SEEK	0088A1	9	話をする
TWN_SEEK	0088CB	19	なんだ、ひやかしか
TWN_SEEK	0088DE	39	(ゾアで道具屋をやっていたヤレドだ…)
TWN_SEEK	008905	37	(ここでの肩書きは「調整士」らしい)
TWN_SEEK	00892A	27	(発掘品の加工をしている)
TWN_SEEK	008952	21	よう、調子はどうだ？
TWN_SEEK	008967	13	取り引きする
TWN_SEEK	008974	9	話をする
TWN_SEEK	00899E	19	なんだ、ひやかしか
TWN_SEEK	0089B1	39	(ゾアで道具屋をやっていたヤレドだ…)
TWN_SEEK	0089D8	37	(ここでの肩書きは「調整士」らしい)
TWN_SEEK	0089FD	27	(発掘品の加工をしている)
TWN_SEEK	008A25	21	よう、調子はどうだ？
TWN_SEEK	008A3A	13	取り引きする
TWN_SEEK	008A47	9	話をする
TWN_SEEK	008A71	19	なんだ、ひやかしか
TWN_SEEK	008A84	39	(ゾアで道具屋をやっていたヤレドだ…)
TWN_SEEK	008AAB	37	(ここでの肩書きは「調整士」らしい)
TWN_SEEK	008AD0	27	(発掘品の加工をしている)
TWN_SEEK	008AF8	39	ゾアの街の連中も、助けたかったんだがな
TWN_SEEK	008B2C	39	パエット達は、空中船で脱出したらしいぜ
TWN_SEEK	008B61	29	いろいろ倉庫から出してきたぜ
TWN_SEEK	008B7F	9	らしいぜ
TWN_SEEK	008B89	27	ひさびさに帰ってきたからな
TWN_SEEK	008BB1	27	「探索兵」の補給は大変だよ
TWN_SEEK	008BCC	33	ゾアで商売してたほうが楽だったぜ
TWN_SEEK	008C01	33	今度は薬作りか…休むひまもないぜ
TWN_SEEK	008C36	35	パエットの奴、まいってなかったか？
TWN_SEEK	008C59	31	戦いを見るの初めてだろ、あいつ
TWN_SEEK	008C85	19	俺は最後まで残るよ
TWN_SEEK	008C98	31	物資が調達できないと困るだろ？
TWN_SEEK	008CC4	27	ちゃんと生きて戻って来いよ
TWN_SEEK	008CDF	27	相棒にもそう言っといてくれ
TWN_SEEK	008D07	27	よう、無事だったようだな！
TWN_SEEK	008D22	23	俺は「調整士」ヤレドだ
TWN_SEEK	008D3D	39	ゾアの街でおまえさんを監視してたんだが
TWN_SEEK	008D65	19	気づかなかったか？
TWN_SEEK	008D78	31	ま、これからはごひいきに頼むよ
TWN_SEEK	008DA4	39	おまえさんの持って来た銃を改造したんだ
TWN_SEEK	008DCC	25	よかったら、使ってくれよ
TWN_SEEK	00D36F	35	俺、「探索兵」見習いのルーベンです
TWN_SEEK	00D392	23	よろしくお願いします！
TWN_SEEK	00D3B6	37	やっぱり、ドラゴンは味方だったんだ…
TWN_SEEK	00D3E8	23	俺、まだ訓練中なんです
TWN_SEEK	00D3FF	39	早く一人前になって、戦いに出たいなあ…
TWN_SEEK	00D433	27	訓練の方は、どんな調子だ？
TWN_SEEK	00D45B	23	うん、もうすぐ終わるよ
TWN_SEEK	00D472	33	次は、みんなと一緒に行けるかもね
TWN_SEEK	00D4A0	39	ガッシュが言ってたのって、あの子の事？
TWN_SEEK	00D4DC	31	が言ってたのって、あの子の事？
TWN_SEEK	00D4FB	35	彼女は、なんとしても守らねばならん
TWN_SEEK	00D52B	39	俺、初めて戦いに出る事になったんです！
TWN_SEEK	00D55F	31	ドラゴンと一緒に戦えるなんて…
TWN_SEEK	00D57E	11	光栄です！
TWN_SEEK	00D596	33	おまえの仕事は、第5地点の監視だ
TWN_SEEK	00D5BD	29	動きがあったら本隊に知らせろ
TWN_SEEK	00D5E7	31	じゃあ、みんなとは別行動なの？
TWN_SEEK	00D613	25	俺も前線で戦いたいなあ…
TWN_SEEK	00D639	21	見張りも大切な仕事だ
TWN_SEEK	00D652	23	気を抜くと命を落とすぞ
TWN_SEEK	00D678	35	すみませんでした…お役に立てなくて
TWN_SEEK	00D6A8	23	俺…足をやられたんです
TWN_SEEK	00D6BF	29	もう、戦えないかもしれない…
TWN_SEEK	00D6E9	9	ごめん…
TWN_SEEK	00D6F2	29	俺、結局足手まといだったね…
TWN_SEEK	00D71C	23	初陣とはそういうものだ
TWN_SEEK	00D739	17	気にする事はない
TWN_SEEK	00D757	25	あの子、逃げたんだって？
TWN_SEEK	00D77D	9	…ああ…
TWN_SEEK	00D793	9	そんな…
TWN_SEEK	00D79C	39	それじゃ俺達、何のために戦ったんだよ？
TWN_SEEK	00D7D0	35	すみませんでした…お役に立てなくて
TWN_SEEK	00D800	23	俺…足をやられたんです
TWN_SEEK	00D817	29	もう、戦えないかもしれない…
TWN_SEEK	00D841	9	ごめん…
TWN_SEEK	00D84A	29	俺、結局足手まといだったね…
TWN_SEEK	00D874	23	初陣とはそういうものだ
TWN_SEEK	00D891	17	気にする事はない
TWN_SEEK	00D8AF	37	俺…戦えない体になったらどうしよう…
TWN_SEEK	00D8E1	25	ラーダの手術の腕は確かだ
TWN_SEEK	00D8FB	11	うしよう…
TWN_SEEK	00D906	29	よけいな事は考えずに養生しろ
TWN_SEEK	010276	17	こらュハ
TWN_SEEK	0102E6	49	ユプびQ性朝療存粗一理留
TWN_SEEK	017DC6	19	早く起きないかな…
TWN_SEEK	017DE7	23	(シーカーの女の子だ)
TWN_SEEK	017E12	29	いい子だから、もう少しお待ち
TWN_SEEK	017E2F	35	あの子は、大事なお話の最中なんだよ
TWN_SEEK	017E66	35	そんなに、あの子が気になるのかい？
TWN_SEEK	017E96	11	そうかい…
TWN_SEEK	017EA1	25	「守人」の血のせいかねえ
TWN_SEEK	017ECE	21	アゼル、心配してるよ
TWN_SEEK	017EF7	27	まだ、戦い、終わんないの？
TWN_SEEK	017F1F	31	そう…あなた、シェラっていうの
TWN_SEEK	017F4B	25	お父さんがつけてくれたの
TWN_SEEK	017F64	15	天に帰る前に…
TWN_SEEK	017F73	33	アゼルは、誰に名前をもらったの？
TWN_SEEK	017FA1	29	初めて名前を呼んでくれたのは
TWN_SEEK	017FBE	23	クレイメンというひとよ
TWN_SEEK	017FD5	31	でも、そのひとはもういないの…
TWN_SEEK	018001	27	じゃあ、同じだね、あたしと
TWN_SEEK	018029	19	そうね…ありがとう
TWN_SEEK	018049	33	アゼルは、どこの国で生まれたの？
TWN_SEEK	018077	13	覚えてないわ
TWN_SEEK	018084	29	でも、生まれたのはずっと昔…
TWN_SEEK	0180AE	19	昔？ どのくらい？
TWN_SEEK	02D5C8	75	里中を入外するが出い行を夜けている。待はエッジに朝扉を閉すと柱に棚える。
TWN_ZOAH	011B8A	17	おにら『
TWN_ZOAH	011BDE	21	ヲケハロザ
TWN_ZOAH	011C26	17	ピだぅK
TWN_ZOAH	01C9C3	31	(よく仕込まれたクーリアだな)
TWN_ZOAH	01C9E2	25	(乗用獣のクーリアだ…)
TWN_ZOAH	020B52	17	されイム
TWN_ZOAH	020BBE	45	ワジづJ国放水毛炉家拾
TWN_ZOAH	036F85	21	(道を聞いてみよう)
TWN_ZOAH	039A47	21	悪いな、商談中なんだ
TWN_ZOAH	039A6A	17	話なら、あとでな
TWN_ZOAH	061DBC	75	街神を聖区するが開い放をDnけている。折はエッジに畳式を窓すと灯に消える。
