kind	count	slot_min	bytes	chars	first	text
narration	1		33	16	FLD_A5+00D937	(何も起こらなければいいけど…)
narration	1		29	14	FLD_C2+00AE1B	(何をやろうとしてるんだ？)
narration	1		21	10	TWN_ZOAH+00E64D	(作りかけの水袋だ)
narration	1		31	15	TWN_ZOAH+00FC3F	(作物が山のように積んである)
narration	1		31	15	TWN_ZOAH+00FCE0	(作物を運ぶためのかごらしい)
narration	1		29	14	TWN_CAMP+00FE33	(保存燃料を使ったたき火だ)
narration	1		33	16	TWN_ZOAH+00BB6F	(倉庫の換気のための風車らしい)
narration	1		27	13	FLD_D2+00810A	(倒す方法が別にあるのか)
narration	1		27	13	TWN_SEEK+005531	(傷だらけになっている…)
narration	1		33	16	FLD_B5+009547	(儀がこの遣跡の封印を解くのを)
narration	1		39	19	TWN_ZOAH+00FBE3	(儀にはガラクタにしか見えないけど…)
narration	1		35	17	TWN_CARA+00B327	(儀の事は気にしてないみたいだ…)
narration	1		31	15	TWN_CAMP+0100D1	(儀らを仲間だと思ったのかな)
narration	1		31	15	TWN_CARA+00B371	(儀を警戒しているみたいだ…)
narration	1		25	12	TWN_ZOAH+00ED30	(儀式に使う祭壇らしい)
narration	1		25	12	TWN_ZOAH+00ECFE	(儀式に使う道具らしい)
narration	1		29	14	FLD_C4+015A92	(光の粒子を吹き出してる…)
narration	1		35	17	TWN_EXCA+000F5C	(入□が爆破されていて入れない…)
narration	1		35	17	FLD_A7+006A8E	(全部、動かせということなのか…)
narration	1		33	16	FLD_C4+015CF4	(内部か…とにかく先に進もう…)
narration	1		23	11	TWN_ZOAH+00BC4C	(刈り取り用の農具だ)
narration	1		39	19	TWN_CAMP+00EC6B	(力を出しつくしてしまったんだろう…)
narration	1		21	10	FLD_D2+00818B	(動きが止まった…)
narration	1		29	14	FLD_C4+015C2E	(動力源が2つあったのか！)
narration	1		37	18	BTL_B6+05B333	(反撃されないためには銃しかないな)
narration	1		31	15	BTL_B6+05B358	(反撃を上にさせて巣を狙おう)
narration	1		35	17	TWN_ZOAH+02F15B	(取ってきた部品を検分している…)
narration	1		33	16	TWN_ZOAH+00D174	(古びたひもが壁にかかっている)
narration	1		27	13	TWN_ZOAH+00FB65	(古びた木箱が置いてある)
narration	1		15	7	TWN_ZOAH+00B469	(古井戸だ…)
narration	1		37	18	TWN_ZOAH+00B478	(古井戸だ…すっかり水がかれている)
narration	1		21	10	TWN_ZOAH+01D1D2	(司祭のダモンだ…)
narration	1		31	15	TWN_ZOAH+00D654	(吊り床が壁に取りつけてある)
narration	1		27	13	TWN_ZOAH+00CEEB	(吊り床が放り出してある)
narration	1		31	15	TWN_ZOAH+00C95D	(吊り床が柱にとりつけてある)
narration	1		39	19	TWN_ZOAH+00CEC4	(吊り床を支える網が引きちぎってある)
narration	1		23	11	TWN_ZOAH+00CEAD	(吊り床を支える網だ)
narration	1		19	9	FLD_B5+0091B2	(同じ印の遣跡…)
narration	1		27	13	TWN_EXCA+000E04	(向こう側へは渡れないな)
narration	1		37	18	FLD_C4+015F78	(場所は…ゾアの北…95万リオン？)
narration	1		35	17	FLD_B5+009797	(塔へ行く道の入□があるとすれば)
narration	1		25	12	TWN_SEEK+004E7B	(塩が入っているらしい)
narration	1		37	18	TWN_CARA+00424B	(墜落したらしい…ひどく壊れている)
narration	1		39	19	TWN_ZOAH+00CF23	(壁から引きちぎって放り出したらしい)
narration	1		35	17	TWN_ZOAH+00CD9A	(壁に、古びたひもがかかっている)
narration	1		29	14	TWN_ZOAH+00BD91	(壁の向こうに井戸が見える)
narration	1		35	17	TWN_ZOAH+00BE58	(壁の隙間から大きな家が見える…)
narration	1		27	13	TWN_ZOAH+00C483	(壁の隙間から扉が見える)
narration	1		33	16	TWN_ZOAH+00FBC2	(壊れた機械と、妙な薬のつぼだ)
narration	1		33	16	TWN_ZOAH+00D9DB	(壊れているけど、立派な銃だ…)
narration	1		29	14	TWN_ZOAH+00BCA1	(変わった飾りが立っている)
narration	1		21	10	FLD_B5+0097BA	(多分この場所だ…)
narration	1		39	19	TWN_ZOAH+02FACB	(夜になったら、またここに来てみよう)
narration	1		29	14	TWN_SEEK+0049FE	(大きさのわりに軽そうだな)
narration	1		27	13	TWN_ZOAH+00FCC5	(大きなかごが置いてある)
narration	1		19	9	TWN_ZOAH+00F2FA	(大きなかまどだ)
narration	1		27	13	TWN_CARA+00401B	(大きな木箱が置いてある)
narration	1		17	8	TWN_ZOAH+00D0AA	(大きな木箱だ)
narration	1		29	14	TWN_ZOAH+00CC18	(大きな水がめが置いてある)
narration	1		23	11	TWN_ZOAH+00BB90	(大きな焼却炉がある)
narration	1		33	16	TWN_ZOAH+00F906	(大きな荷物に布をかぶせてある)
narration	1		33	16	TWN_ZOAH+00CB7B	(天井に物を吊るのに使うらしい)
narration	1		25	12	TWN_SEEK+0043D6	(天井に管が通っている)
narration	1		15	7	TWN_CARA+0040C9	(天幕の柱だ)
narration	1		27	13	TWN_CARA+004036	(天幕をしまう箱だろうか)
narration	1		37	18	FLD_B5+0095AF	(奴ら、儀が封印を解くのを見こして)
narration	1		25	12	FLD_B5+009A42	(威嘯のつもりにしては)
narration	1		33	16	TWN_CAMP+010205	(嫌われてるらしい…まいったな)
narration	1		33	16	BTL_B6+05B39A	(子供をたおすのもあきてきたな)
narration	1		25	12	FLD_D2+008292	(完全に暴走している！)
narration	1		35	17	TWN_ZOAH+00F4C8	(実のならない木を育てるなんて…)
narration	1		35	17	BTL_B6+05B3BB	(実は子供は経験値がないんだよな)
narration	1		33	16	TWN_ZOAH+00E16C	(客の座るイスがかたづけてある)
narration	1		21	10	TWN_ZOAH+00E18D	(客の座るイスだ…)
narration	1		29	14	TWN_SEEK+004873	(封をしたつぼが置いてある)
narration	1		25	12	FLD_B5+009652	(封印が解けたせいで、)
narration	1		41	20	FLD_B5+00976E	(封印を解くたびに、ここに変化がある…)
narration	1		31	15	TWN_SEEK+004723	(小さいけど、きれいな寝床だ)
narration	1		21	10	TWN_ZOAH+00D620	(小さなかまどだ…)
narration	1		21	10	TWN_ZOAH+0344C0	(小さな女の子だ…)
narration	1		17	8	TWN_ZOAH+00F479	(小さな暖炉だ)
narration	1		29	14	TWN_ZOAH+00BCDF	(小さな機械がついている…)
narration	1		17	8	TWN_ZOAH+00BD1D	(小さな苗床だ)
narration	1		25	12	TWN_CARA+003CF9	(小型の炉が置いてある)
narration	1		33	16	TWN_ZOAH+00CE31	(少し量が減っているみたいだな)
narration	1		31	15	TWN_ZOAH+00BB50	(屋根に風車がすえつけてある)
narration	1		25	12	TWN_ZOAH+00C89A	(布で隠してあるけど…)
narration	1		23	11	TWN_ZOAH+00BDD3	(布の袋が置いてある)
narration	1		25	12	TWN_ZOAH+00EA38	(布や染料が置いてある)
narration	1		19	9	TWN_SEEK+0049EB	(布張りの箱だ…)
narration	1		37	18	TWN_CAMP+00EB69	(帝国との戦いになるかもしれない…)
narration	1		33	16	FLD_A3+009439	(帝国の戦艦が撃沈されている…)
narration	1		39	19	TWN_ZOAH+039C16	(帝国の書物だ…どこかで拾ったのかな)
narration	1		21	10	TWN_ZOAH+00E7E7	(帝国の書物だ…！)
narration	1		37	18	TWN_SEEK+0045CA	(帝国の書物も混ざってるみたいだな)
narration	1		29	14	TWN_ZOAH+03E059	(帝国軍が怖くないのかな？)
narration	1		27	13	FLD_B2+00E30D	(帝国軍が爆破している…)
narration	1		25	12	TWN_ZOAH+00C561	(干し肉が吊るしてある)
narration	1		23	11	TWN_SEEK+0071AE	(年老いた女の人だ…)
narration	1		39	19	TWN_ZOAH+02B2D2	(年老いた男だ…でも哀えた様子はない)
narration	1		29	14	TWN_ZOAH+00FB02	(床に機械が放り出してある)
narration	1		31	15	TWN_ZOAH+00D006	(床の上にランプが置いてある)
narration	1		33	16	TWN_ZOAH+00E74E	(役に立ちそうな本はないかな…)
narration	1		29	14	TWN_SEEK+00EAA0	(彼女は生きて戻れたのか…)
narration	1		37	18	FLD_B5+00990B	(後の通路みたいなのが気になるな…)
narration	1		37	18	FLD_B5+009817	(後ろにのびてる通路に続いてるのか)
narration	1		39	19	TWN_CAMP+0103EC	(心が通じるって、こんな感じなのかな)
narration	1		18	7	FLD_C2+00ACAE	(急いで<03>\n指令塔<03>
narration	1		21	10	TWN_SEEK+00554C	(戦いの犠牲者か…)
narration	1		29	14	TWN_CAMP+010266	(戦い方がまずかったかな…)
narration	1		17	8	FLD_B5+009388	(戻ってみよう)
narration	1		33	16	TWN_ZOAH+00DED9	(扉がテーブルでふさがれている)
narration	1		23	11	FLD_C4+015C9A	(扉が閉まっている…)
narration	1		33	16	TWN_CARA+009868	(手つきにも活気が出てきたな…)
narration	1		35	17	TWN_ZOAH+00FB42	(手を加えすぎて失敗したらしいな)
narration	1		27	13	TWN_CAMP+00EBE9	(手紙だ！ いつの間に…)
narration	1		23	11	TWN_CAMP+00FE61	(折畳み式のテントだ)
narration	1		27	13	TWN_ZOAH+00FECF	(持ち運びには向かないな)
narration	1		23	11	TWN_CARA+003D12	(持ち運び式の炉だ…)
narration	1		39	19	FLD_C2+00ACF6	(指揮を取っている場所さえわかれば！)
narration	1		27	13	FLD_B5+00AFAC	(探せば、まだいそうだな)
narration	1		37	18	TWN_SEEK+0043EF	(換気のために管を通しているようだ)
narration	1		31	15	TWN_ZOAH+00D574	(携帯ランプを改造した物だ…)
narration	1		37	18	TWN_ZOAH+00FA25	(操縦機とエンジンをつなぐ伝達線だ)
narration	1		29	14	FLD_D2+008275	(攻性生物が寄生している！)
narration	1		39	19	FLD_A5+00D8D4	(攻性生物でも子を守ろうとするんだ…)
narration	1		31	15	TWN_EXCA+0019DF	(攻性生物にやられたらしい…)
narration	1		21	10	FLD_D2+007FE3	(攻性生物のマユ…)
narration	1		23	11	FLD_D2+00805D	(攻性生物のマユか…)
narration	1		25	12	TWN_ZOAH+00E6A6	(攻性生物の体の一部だ)
narration	1		27	13	TWN_ZOAH+00E6BF	(攻性生物の体の一部だ…)
narration	1		33	16	TWN_ZOAH+0335C6	(攻性生物の体内にできる宝石だ)
narration	1		31	15	TWN_ZOAH+00EA51	(攻性生物の体液を塗った布だ)
narration	1		31	15	TWN_ZOAH+00E662	(攻性生物の内臓が干してある)
narration	1		31	15	TWN_CARA+003D4D	(攻性生物の内臓で作ってある)
narration	1		33	16	TWN_ZOAH+00E9F8	(攻性生物の内臓や体液の匂いだ)
narration	1		21	10	TWN_CARA+00413E	(攻性生物の死体だ)
narration	1		37	18	TWN_SEEK+0051B1	(攻性生物の殻に模様をつけた飾りだ)
narration	1		31	15	TWN_CARA+003EA2	(攻性生物の腕が吊るしてある)
narration	1		37	18	TWN_CARA+003EC1	(攻性生物の腕だ…爪を抜いてあるな)
narration	1		39	19	TWN_CARA+003E16	(攻性生物はたいてい殻が堅いからな…)
narration	1		23	11	TWN_CAMP+00FF8C	(攻生成物避けの香石)
narration	1		25	12	TWN_ZOAH+00D063	(敷布が放り出してある)
narration	1		27	13	TWN_ZOAH+00D07C	(敷布の下に何かあるぞ…)
narration	1		29	14	TWN_ZOAH+01327A	(料理をしているみたいだ…)
narration	1		31	15	TWN_ZOAH+00D0BB	(旅の道具が入っているようだ)
narration	1		39	19	TWN_ZOAH+00F882	(旧世紀からずっと動き続けてるのかな)
narration	1		25	12	TWN_RUIN+00091E	(旧世紀のエレベータだ)
narration	1		35	17	TWN_RUIN+00098D	(旧世紀の伝説にあるドラゴン！？)
narration	1		23	11	TWN_RUIN+00088D	(旧世紀の機械がある)
narration	1		33	16	TWN_CAMP+00FF50	(旧世紀の機械が光を発している)
narration	1		31	15	TWN_CARA+003FB4	(旧世紀の機械が吊るしてある)
narration	1		39	19	TWN_CAMP+00FF29	(旧世紀の機械が幻を出しているらしい)
narration	1		19	9	TWN_ZOAH+00E718	(旧世紀の機械だ)
narration	1		25	12	FLD_A5+00D8FB	(旧世紀の沈没船？か…)
narration	1		35	17	TWN_CARA+003F6C	(旧世紀の発掘品、手作りの道具…)
narration	1		21	10	TWN_ZOAH+00B9B6	(旧世紀の空中船だ)
narration	1		23	11	TWN_ZOAH+00B984	(旧世紀の空中船だ…)
narration	1		23	11	TWN_SEEK+0052B4	(旧世紀の記録機械だ)
narration	1		29	14	TWN_ZOAH+00D9FC	(旧世紀の部品も使ってある)
narration	1		33	16	TWN_RUIN+000A1C	(旧世紀の銃！ まだ使えそうだ)
narration	1		39	19	TWN_CARA+003D7F	(旧式の銃だが、よく手入れされている)
narration	1		33	16	FLD_B5+0097CF	(早く3つ目の鍵を探さなきゃ…)
narration	1		25	12	TWN_CAMP+00ECD0	(早く何とかしないと！)
narration	1		33	16	TWN_ZOAH+00EEC2	(昼間は動きを止めているらしい)
narration	1		29	14	TWN_ZOAH+03E03C	(普通に仕事をしてるけど…)
narration	1		29	14	TWN_ZOAH+00FEB2	(普通の家で使うランプだ…)
narration	1		33	16	TWN_ZOAH+00B804	(普通の獣の皮なんて、珍しいな)
narration	1		39	19	TWN_ZOAH+00F48A	(暖炉の中で、小さな火が燃えている…)
narration	1		31	15	FLD_D2+0081EF	(暴走しているのは、あれか…)
narration	1		19	9	FLD_B5+00975B	(最後の封印、か)
narration	1		23	11	FLD_B5+009235	(最後の封印の鍵か…)
narration	1		37	18	TWN_ZOAH+00DBA5	(最近、中身を持ち出したみたいだな)
narration	1		33	16	TWN_ZOAH+00DC7A	(最近、銃を持ち出したらしい…)
narration	1		33	16	FLD_D2+008019	(木々がびっしりはびこっている)
narration	1		29	14	TWN_ZOAH+00F3D4	(木と布でできたテーブルだ)
narration	1		27	13	TWN_ZOAH+00CB9C	(木のはしごが置いてある)
narration	1		29	14	TWN_ZOAH+00D4B6	(木の実や種が入ったかごだ)
narration	1		29	14	TWN_ZOAH+00CF06	(木の板で作った吊り床だ…)
narration	1		33	16	TWN_ZOAH+00C3C1	(木の根本に、何か落ちている…)
narration	1		21	10	TWN_ZOAH+00B70C	(木彫りの飾り柱だ)
narration	1		37	18	TWN_ZOAH+00B721	(木彫りの飾り柱だ…細かい細工だな)
narration	1		29	14	TWN_SEEK+005487	(木箱がたくさん置いてある)
narration	1		27	13	TWN_ZOAH+00F98A	(本がたくさん並んでいる)
narration	1		35	17	TWN_ZOAH+00E72B	(本棚だ…色々な書物が置いてある)
narration	1		37	18	TWN_ZOAH+00F7CF	(机の上に、たくさん書物が出ている)
narration	1		31	15	TWN_ZOAH+00F94A	(机の上にも機械が置いてある)
narration	1		23	11	TWN_EXCA+000DED	(架け橋が壊されてる)
narration	1		37	18	TWN_SEEK+004E3D	(棚と同じように作られたテーブルだ)
narration	1		31	15	TWN_ZOAH+00E935	(棚には売り物が並んでいる…)
narration	1		33	16	TWN_SEEK+004979	(棚には本や物入れがのっている)
narration	1		27	13	TWN_SEEK+004C71	(棚には雑貨がのっている)
narration	1		27	13	TWN_SEEK+004EAB	(棚には食器がのっている)
narration	1		27	13	TWN_ZOAH+00D1B6	(棚の上に箱が載っている)
narration	1		35	17	TWN_ZOAH+00CA38	(棚の中に油のつぼがしまってある)
narration	1		37	18	TWN_ZOAH+00CA7C	(棚の中に香料のつぼがしまってある)
narration	1		37	18	TWN_ZOAH+00D4EE	(森からは、こんな物がとれるのか…)
narration	1		31	15	FLD_D2+008155	(森の中にも続いているようだ)
narration	1		39	19	TWN_ZOAH+00CCAD	(森の中の街だけあって、いいたき木だ)
narration	1		19	9	FLD_D2+008074	(森の中へ入ろう)
narration	1		35	17	TWN_SEEK+00476D	(機械の部品がたくさん出してある)
narration	1		33	16	TWN_ZOAH+00FB80	(機械や道具が入っているらしい)
narration	1		23	11	FLD_A5+00E30F	(次はがんばるぞ！！)
narration	1		35	17	FLD_B5+00918F	(次はこいつに合う鍵穴探しだな…)
narration	1		19	9	FLD_A3+009038	(止まっている！)
narration	1		33	16	TWN_ZOAH+00E954	(武器、日用品、旧世紀の機械…)
narration	1		29	14	TWN_CAMP+01001D	(歩くのはうまくないんだな)
narration	1		37	18	TWN_EXCA+001951	(死んでる…攻性生物にやられたのか)
narration	1		39	19	TWN_CARA+004153	(死体から、光る石がこぼれ落ちている)
narration	1		29	14	TWN_ZOAH+00DC06	(残ってるのは、これだけか)
narration	1		31	15	TWN_EXCA+000D8B	(残ってるのはこれぐらいか…)
narration	1		21	10	TWN_ZOAH+00B825	(毛皮が干してある)
narration	1		19	9	FLD_C2+00AC76	(気づかれた！！)
narration	1		39	19	TWN_CAMP+0103A2	(気のせいか、いつもより元気がいいな)
narration	1		27	13	TWN_CARA+00B4D4	(気の荒いクーリアだな…)
narration	1		23	11	TWN_CARA+0062B6	(気落ちした様子だ…)
narration	1		11	5	TWN_CARA+003D29	(水袋だ)
narration	1		19	9	TWN_ZOAH+00D097	(汚い敷布だな…)
narration	1		39	19	FLD_B5+0097F0	(洞窟？ …の、ようにも見えるけど…)
narration	1		37	18	TWN_ZOAH+018CF4	(渓谷で拾った銃に目をとめたようだ)
narration	1		37	18	FLD_A3+008F84	(滝を見ていると吸い込まれそうだ…)
narration	1		39	19	TWN_ZOAH+00BBA7	(焼却炉の中で、本が焼け残っている…)
narration	1		27	13	TWN_CAMP+00FF71	(照明用の機械だろうか…)
narration	1		23	11	TWN_CARA+00CCE2	(熱が下がっている…)
narration	1		29	14	TWN_ZOAH+00D1D1	(熱と湿気を防ぐ特製の箱だ)
narration	1		27	13	TWN_CAMP+00FE18	(燃料はまだ使えるかな…)
narration	1		29	14	TWN_CAMP+010347	(特に変わった様子はないな)
narration	1		35	17	TWN_ZOAH+00E6DA	(特殊な器官を取り出しているらしい
narration	1		37	18	TWN_ZOAH+00D80E	(狩りの無事を祈るためのしきたりだ)
narration	1		19	9	TWN_CARA+00412B	(狩りの獲物か…)
narration	1		39	19	TWN_CARA+003DEF	(獲物をバラすための道具が入っている)
narration	1		27	13	TWN_SEEK+004742	(珍しい模様の敷布だな…)
narration	1		19	9	FLD_B2+00E182	(生物の鼓動…？)
narration	1		21	10	TWN_CAMP+0102C7	(疲れてるのかな…)
narration	1		35	17	TWN_SEEK+00B943	(発掘品いじりが役に立ったんだな)
narration	1		33	16	TWN_CARA+009454	(発掘品の細工をしているようだ)
narration	1		27	13	TWN_ZOAH+00E613	(発掘品を加工した物だ…)
narration	1		31	15	TWN_ZOAH+00C445	(石碑のような物が置いてある)
narration	1		39	19	FLD_D2+0081C8	(砂漠で見た事があるような植物だな…)
narration	1		35	17	FLD_A5+00D914	(破壊しちゃったけど、大丈夫かな)
narration	1		29	14	FLD_B5+0099BD	(確か、機械が墜落したのは)
narration	1		25	12	TWN_ZOAH+01D1E7	(祈りに集中している…)
narration	1		29	14	TWN_SEEK+00735F	(祈りを捧げているようだ…)
narration	1		25	12	TWN_ZOAH+00ED17	(祭壇が片づけてある…)
narration	1		25	12	TWN_ZOAH+00D7F5	(祭壇に銃が飾ってある)
narration	1		33	16	TWN_ZOAH+00DC3C	(祭壇に銃を飾るための台座だ…)
narration	1		33	16	TWN_ZOAH+00D386	(穀物が入ったつぼが並んでいる)
narration	1		15	7	TWN_ZOAH+00B975	(穀物の山だ)
narration	1		31	15	TWN_ZOAH+00D3C8	(穀物や油のつぼが並んでいる)
narration	1		19	9	TWN_ZOAH+00BDEA	(穀物入りの袋だ)
narration	1		37	18	TWN_SEEK+004BE2	(空いた箱から中身が出しかけてある)
narration	1		25	12	TWN_ZOAH+00B2E8	(窓の灯は消えている…)
narration	1		37	18	TWN_ZOAH+00CBB7	(立派な寝床だけど…ちょっと汚いな)
narration	1		39	19	FLD_A7+006CDD	(竜巻で何かが引きあげられている！？)
narration	1		25	12	TWN_ZOAH+00DC23	(箱の中はからっぽだ…)
narration	1		27	13	TWN_SEEK+004C07	(箱の中身は衣類のようだ)
narration	1		33	16	TWN_CAMP+00FDF7	(簡単に消えることはないだろう)
slot	1	29	21	10	TWN_ZOAH+00C927	(簡素な吊り床だ…)
narration	1		39	19	FLD_C4+015AC7	(粒子に当たると外にはじき出される…)
narration	1		37	18	TWN_SEEK+00679C	(約束の場所は、あの渓谷だったな…)
narration	1		33	16	TWN_CAMP+01003A	(紋章に封印されていたのかな？)
narration	1		31	15	TWN_ZOAH+00B761	(細かい細工を施した飾り柱だ)
narration	1		31	15	TWN_ZOAH+00BD72	(腹のふくれる代物じゃないな)
narration	1		27	13	FLD_B2+00E152	(船の方に集まってるぞ…)
narration	1		31	15	TWN_ZOAH+00EC5B	(色々な形のつぼが置いてある)
narration	1		35	17	TWN_ZOAH+00FB1F	(色々な機械を組み合わせてある…)
narration	1		27	13	TWN_ZOAH+00E5F8	(色々な物が吊ってある…)
narration	1		33	16	TWN_ZOAH+028CED	(若い女の人が掃除をしている…)
narration	1		29	14	TWN_ZOAH+018B7C	(若い男が寝ころんでいる…)
narration	1		31	15	TWN_ZOAH+01879D	(若い男だ…かなり酔ってるな)
narration	1		35	17	TWN_ZOAH+0186BD	(若い男だ…ここの住人だろうか？)
narration	1		25	12	TWN_SEEK+0167E5	(若い男のシーカーだ…)
narration	1		21	10	TWN_CAMP+00FE98	(荷物を入れる袋だ)
narration	1		31	15	TWN_CARA+00B52D	(落ち着きなく歩き回っている)
narration	1		31	15	TWN_ZOAH+00EA19	(薬の材料にでもするのかな…)
narration	1		23	11	TWN_ZOAH+00B373	(街の外に通じる門だ)
narration	1		31	15	FLD_A3+0090C9	(装置がうなりをあげはじめた)
narration	1		27	13	FLD_A3+008F3F	(装置が動き出したのか…)
narration	1		27	13	FLD_A3+008F0D	(装置が止まったせいかな)
narration	1		27	13	TWN_ZOAH+00D4D3	(見たことのない木の実だ)
narration	1		27	13	FLD_B5+009A7C	(見たところ何も変化は…)
narration	1		25	12	TWN_CARA+0041DD	(見なれない攻性生物だ)
narration	1		37	18	FLD_B5+009B3E	(親のところまで連れていってやるか)
narration	1		29	14	FLD_B5+0096DF	(親の巣の跡に何かある…？)
narration	1		33	16	FLD_B5+009BE3	(解いていけば、この場所の謎が)
narration	1		29	14	FLD_B2+00E2D7	(誰かが入った跡がある…！)
narration	1		29	14	TWN_SEEK+0121CF	(調べものをしているようだ)
narration	1		19	9	FLD_C2+00AE76	(警戒が厳しい…)
narration	1		33	16	FLD_A5+00D866	(赤いワームなんて、珍しいな…)
narration	1		29	14	TWN_CARA+00B3A9	(身体を洗ってもらっている)
narration	1		31	15	TWN_ZOAH+00BC2D	(農具がたくさんしまってある)
narration	1		35	17	TWN_ZOAH+00FD41	(近くで見ると、結構大がかりだな)
narration	1		31	15	FLD_A3+009097	(近づきやすくなったはずだ…)
narration	1		29	14	TWN_RUIN+000937	(近よらないと動かせないな)
narration	1		37	18	TWN_RUIN+000868	(近よらないと鍵を使うのは無理だな)
narration	1		21	10	TWN_ZOAH+03E027	(道具屋のヤレドだ)
narration	1		13	6	TWN_CARA+003DE2	(道具箱だ)
narration	1		35	17	TWN_ZOAH+00D26C	(道具箱の中身が床に転がっている)
narration	1		29	14	TWN_ZOAH+032C67	(遠すぎてよく聞こえないな)
narration	1		25	12	TWN_CARA+003D34	(遠出の時に使う水袋だ)
narration	1		19	9	TWN_EXCA+000F49	(遣跡への入□だ)
narration	1		21	10	FLD_B5+009568	(邪魔するように…)
narration	1		23	11	TWN_ZOAH+00F4B1	(鉢植えが置いてある)
narration	1		19	9	TWN_CARA+003D6C	(銃が置いてある)
narration	1		35	17	BTL_B6+05B377	(銃で下にいる奴らを狙ってみるか)
narration	1		29	14	TWN_ZOAH+00DC5D	(銃の台座だけが残っている)
narration	1		33	16	TWN_ZOAH+039CED	(銃の攻撃力を上げる部品だな…)
narration	1		39	19	TWN_ZOAH+00BF63	(錠前がついている…開けるのは無理だ)
narration	1		25	12	TWN_RUIN+00084F	(鍵がないと外せない…)
narration	1		31	15	TWN_ZOAH+00B4D2	(門の開閉はここで行うようだ)
narration	1		25	12	TWN_ZOAH+00BF4A	(門は閉ざされている…)
narration	1		21	10	TWN_ZOAH+00B4F1	(門番の詰所らしい)
narration	1		17	8	FLD_C8+012F83	(開いてないな)
narration	1		13	6	FLD_B2+00E1EB	(開かない)
narration	1		37	18	TWN_ZOAH+00EE9D	(間違いない…これは旧世紀の機械だ)
narration	1		27	13	TWN_ZOAH+00D215	(防具が壁にかかっている)
narration	1		25	12	FLD_B2+00E2F4	(降りて調べてみるか…)
narration	1		25	12	TWN_ZOAH+00B40E	(隣の区画に通じる門だ)
narration	1		39	19	TWN_ZOAH+00C873	(隣の部屋からガラクタがあふれている)
narration	1		31	15	TWN_CARA+016E05	(雇われハンターのラウルだ…)
narration	1		27	13	TWN_ZOAH+00FA0A	(難しそうな本が多いな…)
narration	1		17	8	FLD_C4+015EEE	(霧が晴れた！)
narration	1		19	9	FLD_A3+0090B6	(静かになったな)
narration	1		21	10	FLD_A3+008EF8	(静かになったな…)
narration	1		31	15	FLD_C4+015F34	(頭に直接響いてくる…感じだ)
narration	1		35	17	FLD_C2+00ACD3	(頭をつぶさないときりがないぞ…)
narration	1		37	18	FLD_A3+008FB4	(風がやまない限り先には行けないな)
narration	1		21	10	FLD_A3+008F5A	(風がやんでいる…)
narration	1		21	10	FLD_A3+008F6F	(風が吹いている…)
narration	1		33	16	TWN_ZOAH+00BCBE	(風向と風力を計っているらしい)
narration	1		39	19	FLD_A3+009011	(風網を止めるスイッチを探すのが先か)
narration	1		27	13	TWN_ZOAH+0132AE	(食事を作っているらしい)
narration	1		29	14	TWN_ZOAH+00D3FC	(食事用のテーブルだけど…)
narration	1		23	11	TWN_ZOAH+00D5EC	(食器の入った棚だ…)
narration	1		17	8	FLD_C4+015A81	(飲まれる！？)
narration	1		21	10	TWN_CARA+004116	(飲み水の蓄えだ…)
narration	1		29	14	TWN_ZOAH+00CDF5	(飲み水や食料が置いてある)
narration	1		31	15	TWN_ZOAH+00CE12	(飲み水や食料が置いてある…)
narration	1		37	18	TWN_SEEK+0051FB	(飾りの後ろに、木の像が並んでいる)
narration	1		37	18	TWN_ZOAH+00EC0F	(飾り窓の向こうから光がさしている)
narration	1		37	18	TWN_ZOAH+00EBD3	(香木が立ててある…古い物が多いな)
narration	1		35	17	TWN_ZOAH+00BD4F	(香辛料としては高く売れるけど…)
narration	1		17	8	FLD_A3+008EC8	(騒がしいな…)
narration	1		15	7	FLD_B5+0099FD	(驚いたな！)
narration	1		27	13	TWN_CARA+00CCF9	(高熱で眠り続けている…)
narration	1		23	11	TWN_CAMP+0126BD	(！      ！ )
narration	1		21	10	FLD_B2+00E16D	(！！ 聞こえる…)
narration	1		19	9	FLD_B6+00B151	(！？ あれは…)
narration	1		37	18	FLD_C4+015F53	(！？ これがメル=カヴァなのか…)
narration	1		19	9	FLD_A7+006ABC	(．．．幻聴か？)
narration	1		23	11	TWN_CAMP+0127BA	(？      ？ )
narration	1		7	3	FLD_B5+009139	(？)
dialog	1		11	5	TWN_CAMP+00BC2B	)<01>キャンプ
dialog	1		41	19	TWN_EXCA+0018B7	)<1D><1A><01>(…だめだ、とっくに冷たくなってる)
dialog	1		33	15	TWN_CARA+00B007	)<1D><1A><01>(餌でもやってみようかな…)
dialog	1		8	1	TWN_EXCA+000C43	)<1D><1A><01><18><09><09>
dialog	1		13	5	TWN_ZOAH+03BAC7	)<1D><1A><01>…………
dialog	1		17	13	TWN_CARA+00C667	)<1D><1A><01>イス」ゥスゆゆりもョ。ォ
dialog	1		17	13	TWN_CARA+017B9B	)<1D><1A><01>イス」・スゆらろもョ。ォ
dialog	1		17	13	TWN_ZOAH+038CFB	)<1D><1A><01>イスイースゆゆりもョ。ォ
dialog	1		17	13	TWN_SEEK+0070DF	)<1D><1A><01>イスェ「スゆゆよもョ。ォ
dialog	1		17	13	TWN_EXCA+0015C3	)<1D><1A><01>イスークスりらゆもョ。ォ
dialog	1		15	6	TWN_CARA+0038AB	)<1D><1A><01>キャラバン
