id	kind	count	budget	chars	jp	ko
6610	dialog	1	39	19	詳しい資料が街のどこかにあるはずなんだ	자세한 자료가 마을 어딘가에 있을 거야
6611	movie	1	39	19	詳しくは「編み人」のザドクが知っている	자세한 건 「엮는 자」 자독이 알고 있다
6612	dialog	1	21	10	誘導爆雷、いけるか？	유도폭뢰, 되겠나?
6613	dialog	1	31	15	誘導爆雷、全て撃ち尽くしました	유도폭뢰, 전부 다 썼습니다
6614	dialog	1	23	11	誘導爆雷再装填、急げ！	유도폭뢰 재장전, 서둘러!
6615	dialog	1	37	18	読みふるしたやつなら持ってっていいぜ	다 읽은 거라면 가져가도 돼
6616	movie	1	15	7	誰かが…そう、	누군가가… 그래,
6617	dialog	1	31	15	誰だって、あれには圧倒されるさ	누구든 그건 압도당할 수밖에 없어
6618	dialog	1	35	17	誰だって、旧世紀の力と戦ってるんだ	누구든 구세기의 힘과 싸우고 있는 거야
6619	dialog	1	29	14	誰だって腰抜けになっちまうさ	누구든 겁쟁이가 되고 말지
6620	dialog	1	7	3	誰だ！	누구냐!
6621	movie	1	25	12	誰なんです、そいつは！？	누구예요, 그놈은!?
6622	dialog	1	25	12	誰に許可をもらったんだ？	누구 허락을 받은 거지?
6623	dialog	1	35	17	誰の許しをもらったのか知らないけど	누구 허락을 받았는지는 모르지만
6624	dialog	1	35	17	誰の許しを得て、ここに入ってきた！	누구 허락을 받고 여기 들어온 거냐!
6625	movie	1	31	15	誰もこんな人間がリーダーだとは	누구도 이런 인간이 리더일 줄은
6626	dialog	1	39	19	諸君、よくやった、我々の囮作戦は成功だ	제군, 잘해줬다, 우리의 미끼 작전은 성공이다
6627	dialog	1	27	13	警戒レベルを1に移行します	경계 레벨을 1로 이행합니다
6628	dialog	1	21	10	警戒態勢を解かないと	경계 태세를 풀지 않으면
6629	dialog	1	15	7	護衛艦、撃沈！	호위함, 격침!
6630	dialog	1	35	17	貴様も、神の怒りを受けるがよいわ！	네놈도 신의 분노를 받아야 마땅하다!
6631	dialog	1	25	12	資戦ちの使のパーツを長る	동료기의 부품을 줍는다
6632	dialog	1	23	11	赤いワームか、珍しいな	붉은 웜이라니, 희귀하네
6633	dialog	1	113	54	赤い方向は\nダメージの大きい攻撃や\nステータス異常攻撃など\n危険度の高い攻撃が行われる\n方向であることを示している。	빨간 방향은\n피해가 큰 공격이나\n상태이상 공격 등\n위험도가 높은 공격이 행해지는\n방향임을 나타낸다.
6634	movie	1	19	9	赤子のようなものだ	갓난아기 같은 존재다
6635	dialog	1	7	3	起動！	기동!
6636	dialog	1	13	6	超バーサーク	초버서크
6637	movie	1	9	4	足場だ！	발판이다!
6638	movie	1	13	6	足場を狙え！	발판을 노려라!
6639	dialog	1	27	13	身体の方、何ともないのか？	몸은, 괜찮은 거야?
6640	dialog	1	25	12	車入ちの荷のパーツを終る	아군기의 짐 파츠를 줍는다
6641	dialog	1	23	11	輪形陣に穴が開きました	윤형진에 구멍이 뚫렸습니다
6642	dialog	1	39	19	辺境じゃ、それが金の代わりになるわけだ	변경에선 그게 돈 대신이 되는 거야
6643	dialog	1	39	19	辺境じゃ、神の時代だなんて言われてるが	변경에선 신의 시대라고들 하지만
6644	dialog	1	39	19	辺境じゃ、神様の使いって事になってるぜ	변경에선 신의 사자라는 걸로 돼 있다고
6645	ui	1	17	8	辺境での作戦行動	변경에서의 작전행동
6646	ui	1	166	80	辺境では、ドラゴンが神の使いと\n崇められているが、それは根拠なき\n迷信である。\nドラゴンもまた攻性生物であり、その\n驚異的な戦闘力は、我が軍に幾多の\n被害を及ぼしている。	변경에서는 드래곤이 신의 사자로\n숭배받고 있으나, 그것은 근거 없는\n미신이다.\n드래곤 역시 공격성 생물이며, 그\n경이적인 전투력은 아군에게 수많은\n피해를 입히고 있다.
6647	dialog	1	35	17	辺境のある地域を制圧する命令が出た	변경의 한 지역을 제압하라는 명령이 떨어졌다
6648	movie	1	13	6	辺境の旅は…	변경의 여행은…
6649	ui	1	209	101	辺境部族の中には、帝国の財産である\n遣跡を、盗掘の目的で荒し回る一団が\n存在する。\n彼らはシーカーと呼称され、辺境では\n一応の認知を得ているが、その行為は\n帝国に対する反逆であり、発見しだい\nせん滅せねばならない。	변경 부족 중에는 제국의 재산인\n유적을 도굴 목적으로 마구 파헤치는\n무리가 존재한다.\n그들은 시커라 불리며, 변경에서는\n어느 정도 인지도를 얻고 있으나, 그\n행위는 제국에 대한 반역이므로 발견\n즉시 섬멸해야 한다.
6650	dialog	1	11	5	迎撃急げ！	요격 서둘러!
6651	dialog	1	15	7	迎撃機発進完了	요격기 발진 완료
6652	dialog	1	9	4	近いぞ！	가깝다!
6653	dialog	1	23	11	近寄ることもできないよ	가까이 갈 수조차 없어
6654	dialog	1	11	5	近接光学砲	근접광학포
6655	dialog	1	17	8	近接光学砲発射！	근접광학포 발사!
6656	dialog	1	11	5	近接対空弾	근접대공탄
6657	dialog	1	21	10	近接対空防御装置作動	근접대공방어장치 작동
6658	dialog	1	35	17	迷わないよう、注意して進んでくれ…	길 잃지 않도록 조심해서 나아가줘…
6659	movie	1	11	5	追ってきた	쫓아왔다
6660	dialog	1	19	9	送っているみたいだ	보내고 있는 모양이다
6661	dialog	1	23	11	逃げられそうにないな…	도망칠 수 있을 것 같지 않아…
6662	movie	1	9	4	逃げろ！	도망쳐!
6663	dialog	1	5	2	逃亡	도망
6664	dialog	1	5	2	逃走	도주
6665	dialog	1	37	18	逆に奴らを本気で怒らせたかもしれない	오히려 그놈들을 제대로 화나게 했을지도 몰라
6666	movie	1	5	2	逆？	반대?
6667	dialog	1	31	15	途中で、戦いになるかもしれない	도중에 싸움이 될지도 몰라
6668	ui	1	9	4	通常攻撃	통상공격
6669	dialog	1	21	10	通行証なら持ってるよ	통행증이라면 가지고 있어
6670	dialog	1	31	15	通行証を発行されたということは	통행증을 발급받았다는 건
6671	dialog	1	35	17	通路なら、ジューバの店の隣にあるぜ	통로라면 주바 가게 옆에 있어
6672	dialog	1	37	18	通路を抜けると、正面に壁があるからよ	통로를 지나면 정면에 벽이 있으니까
6673	dialog	1	37	18	通路を抜けると、正面に壁が見えるから	통로를 지나면 정면에 벽이 보이니까
6674	dialog	1	35	17	連中、よく平気で遣跡に入れるもんだ	그놈들, 태연하게 유적에 잘도 들어가는군
6675	dialog	1	37	18	連中、本格的に黒い艦隊を追い始めたぜ	그놈들, 본격적으로 검은 함대를 쫓기 시작했어
6676	dialog	1	27	13	連中のやり方はいつも同じさ	그놈들 수법은 늘 똑같아
6677	dialog	1	39	19	連中もドラゴンを掘り出したらしいからな	그놈들도 드래곤을 파냈다더군
6678	dialog	1	39	19	連中ドラゴンにはやられっぱなしだからな	그놈들 드래곤한테 계속 당하기만 하니까
6679	dialog	1	13	6	連装式軽爆雷	연장식 경폭뢰
6680	dialog	1	21	10	進む気でいるんだろ？	갈 생각인 거지?
6681	dialog	1	39	19	遂にこの噴進弾を実戦投入する時が来たか	드디어 이 분사탄을 실전 투입할 때가 왔나
6682	movie	1	27	13	過去に全てドラゴンによって	과거에 모두 드래곤에 의해
6683	dialog	1	237	114	達いに行ついたシーカー知から、\nアゼルが場を所したと書かされるエッジ。\n「急み品」ザドクは、アゼルの張き儀は\nウルの朝空だと探落する。なぜなら、\nドラゴン様度、待留もウルのプラントで\n間監されたからだ。\n \n(旧世紀・械置セリフ言み処み使道)\n	신의를 따른 시커 님으로부터\n아젤이 사자를 보냈다고 전해 듣는 엣지.\n「엮는 자」자독은, 아젤이 휘말린 일은\n우르에 대한 원한 때문이라 억측한다.\n왜냐하면 드래곤 이전에\n그 또한 우르의 플랜트에서 만들어졌기 때문이다.\n \n(구세기・장치 대사 수정 필요・미사용)\n
6684	dialog	1	9	4	違うな…	아니야…
6685	dialog	1	7	3	違うの	아니야
6686	dialog	1	33	16	遠くの遣跡まで足をのばせってのか	멀리 있는 유적까지 발걸음 하라는 건가
6687	dialog	1	25	12	遠慮するな、派手にやれ！	사양 말고 화끈하게 해!
6688	dialog	1	27	13	遠慮せんでいい、持っていけ	사양 말고 가져가
6689	dialog	1	5	2	遣跡	유적
6690	dialog	1	37	18	遣跡からわく水で、年中潤ってたもんさ	유적에서 솟는 물로 사시사철 윤택했었지
6691	dialog	1	35	17	遣跡に興味持ってるって聞いたんでね	유적에 관심 있다고 들었는데
6692	dialog	1	33	16	遣跡の事がわかる奴なんていねえよ	유적에 대해 아는 놈은 없어
6693	dialog	1	29	14	遣跡の事は、よく知らないんだ	유적에 대해서는 잘 몰라
6694	dialog	1	37	18	遣跡の奥から取って来た永久発光体だぜ	유적 안쪽에서 가져온 영구 발광체야
6695	movie	1	19	9	遣跡の役目なのだよ	유적의 역할인 거다
6696	dialog	1	37	18	遣跡の見方は、土地によっていろいろだ	유적을 보는 눈은 지역마다 제각각이야
6697	dialog	1	33	16	遣跡の近くには、水がある事が多い	유적 근처엔 물이 있는 경우가 많아
6698	dialog	1	33	16	遣跡は、岩の壁に守られてるからな	유적은 바위벽으로 보호받고 있으니까
6699	dialog	1	25	12	遣跡やエンジン、そして…	유적이랑 엔진, 그리고…
6700	dialog	1	7	3	遣跡最	유적 최심부
6701	dialog	1	27	13	遣跡？ 危険じゃないのか？	유적? 위험한 거 아니야?
6702	dialog	1	25	12	適当にごまかしといてくれ	적당히 얼버무려 줘
6703	dialog	1	39	19	選ばれた民として、生活が保証されるのだ	선택받은 백성으로서 생활이 보장되는 거다
6704	dialog	1	27	13	選り好みなどしちゃおれんよ	가릴 처지가 아니야
6705	dialog	1	25	12	選択肢は残されているのよ	선택지는 남아 있는 거야
6706	movie	1	19	9	部下達が監視してる	부하들이 감시하고 있다
6707	movie	1	7	3	部下？	부하?
6708	dialog	1	3	1	酸	산
6709	dialog	1	27	13	里は、遣跡探索の拠点なのだ	마을은 유적 탐색의 거점이다
6710	dialog	1	31	15	里を率いる者に与えられる名前だ	마을을 이끄는 자에게 주어지는 이름이다
6711	dialog	1	7	3	里中入	마을 진입
6712	dialog	1	13	6	重力の…道？	중력의… 길?
6713	dialog	1	19	9	重散弾砲、旋回停止	중산탄포, 선회 정지
6714	dialog	1	19	9	重散弾砲、旋回開始	중산탄포, 선회 개시
6715	dialog	1	21	10	重散弾砲、限界です！	중산탄포, 한계입니다!
6716	dialog	1	23	11	重散弾砲で叩き落とすぞ	중산탄포로 두들겨 떨어뜨리겠다
6717	dialog	1	33	16	重散弾砲充填完了、出力開放します	중산탄포 충전 완료, 출력 개방합니다
6718	dialog	1	33	16	重散弾砲出力低下、充填に入ります	중산탄포 출력 저하, 충전에 들어갑니다
6719	dialog	1	13	6	重散弾砲起動	중산탄포 기동
6720	dialog	1	15	7	重迎撃機ゲラキ	중요격기 게라키
6721	dialog	1	35	17	野性化した攻性生物は、確かに強力だ	야생화한 공격성 생물은 확실히 강력해
6722	movie	1	25	12	野放しにはできないんでな	방치할 순 없거든
6723	dialog	1	13	6	量産ドラゴン	양산형 드래곤
6724	dialog	1	39	19	金が欲しいなら、そう言えばよかったのに	돈이 갖고 싶으면 그렇게 말하지 그랬어
6725	dialog	1	23	11	金さえ払ってくれりゃな	돈만 준다면야
6726	dialog	1	37	18	金ならそのうち返すって、せっつくなよ	돈이라면 곧 갚는다니까, 재촉하지 마
6727	dialog	1	29	14	金に困ったら、私に言ってくれ	돈에 쪼들리면 나한테 말해
6728	dialog	1	254	122	金び奴ったエッジに、うってかわって\nなれなれしく空するパエット。\n待は、エッジがドラゴン船りである\nことを墜き大めたのだ。\nすっかり壊荒果になったパエットは、\n故郷した跡腕「ウル」の朝捨に\n加への追立があるらしいと新る。\n \n(炉持運・式水イベントで落燦時内)\n	파손된 채 놀림 받던 엣지에게\n돌연 스스럼없이 다가서는 파에트.\n사실은 엣지가 드래곤 라이더라는\n사실을 눈치챈 것이었다.\n어느새 수다스러워진 파에트는\n귀환한 유적 「우르」의 분위기 속에\n신에 대한 추궁이 있다는 걸 새로 안다.\n \n(변방・귀중품 이벤트에서 유적 발굴)\n
6729	dialog	1	7	3	針千本	바늘천개
6730	dialog	1	3	1	鈴	방울
6731	dialog	1	5	2	鉤爪	갈고리발톱
6732	dialog	1	19	9	銃だけを使って攻撃	총만 사용해서 공격
6733	dialog	1	67	32	銃の基本性能が\nドラゴンの機動力の影響を受けて\n成長することに注意。	총의 기본 성능이\n드래곤의 기동력 영향을 받아\n성장하는 것에 주의.
6734	movie	1	35	17	銃を下ろすかどうかはそれから決める	총을 내릴지 말지는 그다음에 정하겠다
6735	movie	1	11	5	銃を下ろせ	총을 내려라
6736	ui	1	7	3	銃入手	총 입수
6737	dialog	1	23	11	長出旧世な紀戦艦を長る	구세기 전함을 바라본다
6738	dialog	1	37	18	長居してると、俺みたいになっちまうぜ	오래 있으면 나처럼 되고 만다
6739	dialog	1	29	14	長居をしては奴らに感づかれる	오래 머물면 놈들에게 들킨다
6740	dialog	1	37	18	長年、生死をともにした連中だったが…	오랜 세월, 생사를 함께한 녀석들이었는데…
6741	dialog	1	37	18	門番じゃ、大した事はできませんからね	문지기 따위, 대단한 일은 못 합니다
6742	dialog	1	29	14	門番ってのは、退屈な仕事だぜ	문지기라는 건, 지루한 일이야
6743	dialog	1	23	11	門番は何してるのかねえ	문지기는 뭘 하고 있는 걸까
6744	dialog	1	23	11	開折畳式な窓灯消を開る	접이식 창문 불빛을 끈다
6745	dialog	1	35	17	開放区に住んでる爺さんなんだけど…	개방구에 사는 할아버지인데…
6746	dialog	1	35	17	開放区の奴に拾いに行かせようかな…	개방구 녀석한테 주우러 가라고 할까…
6747	dialog	1	37	18	開放区は、そうやってできたんだからな	개방구는 그렇게 해서 생긴 거니까
6748	dialog	1	37	18	開放区まで来ないと、酒が飲めんとは…	개방구까지 오지 않으면 술을 못 마신다니…
6749	dialog	1	19	9	間に合いません！！	시간이 없습니다!!
6750	movie	1	15	7	間に合うのか…	시간에 맞출 수 있을까…
6751	movie	1	27	13	間引かれて死んだんだからな	솎아져서 죽은 거니까
6752	slot	1	50	14	関係ないよ…儀はただの人間だ	상관없어… 나는 그저 인간이다
6753	dialog	1	315	152	関記の録品から井を書くエッジ。\nこの持くには「何」と管ばれる役立があり\nクレイメン敷里はそこに手かったという。\nこの通に薬んでいるパエットという古が、\n何の多を混しく寝っているらしい。\nエッジは、その古が新いたという何の小を\n匂に珍れる。そこには、ドラゴンが外せた\n模と様じ組途があった。\n \n(旧世紀・械置内臓保存使道)\n	관련 기록에서 정보를 찾는 엣지.\n이 근처에는 「무언가」라 불리는 유물이 있으며\n클레이멘 부대는 그곳으로 향했다고 한다.\n이 부근에 살고 있는 파에트라는 노인이\n그 무언가에 대해 자세히 알고 있는 듯하다.\n엣지는 그 노인이 새로 알아냈다는 정보를\n손에 넣는다. 그곳에는 드래곤이 남긴\n것과 같은 종류의 무언가가 있었다.\n \n(구세기・장치 내장 보존 미사용)\n
6754	movie	1	23	11	閣下は今ごろ『塔』に…	각하는 지금쯤 『탑』에…
6755	ui	1	140	67	防がれない光の矢と、\n貫かれない殻と、\n力尽きない翼が、\nすなわち、ドラゴンの力である。\n人の世のいかなるものも、\nドラゴンの前には無力である。	막을 수 없는 빛의 화살과,\n뚫리지 않는 껍질과,\n다하지 않는 날개가,\n바로 드래곤의 힘이다.\n인간 세상의 그 무엇도\n드래곤 앞에서는 무력하다.
6756	dialog	1	5	2	防御	방어
6757	dialog	1	41	20	防御しているぞ！ あの腕が邪魔なんだが…	방어하고 있어! 저 팔이 방해가 되는데…
6758	dialog	1	119	57	防御力の高い敵に有効だが\n弱点に命中しても\n威力は変わらない。\nドラゴンの回復や、戦闘を補助する\n効果のバーサークもある。	방어력이 높은 적에게 유효하지만\n약점에 명중해도\n위력은 변하지 않는다.\n드래곤의 회복이나 전투를 보조하는\n효과의 버서크도 있다.
6759	dialog	1	121	58	防御力を高めて戦っていると\n防御系統バーサークが\n早めに得られる。\n回復と防御のバーサーク。\nDEFFENCE CLASS。	방어력을 높여 싸우면\n방어 계통 버서크를\n일찍 얻을 수 있다.\n회복과 방어의 버서크.\nDEFFENCE CLASS.
6760	dialog	1	7	3	防御型	방어형
6761	dialog	1	131	63	防御型で長く戦っていると\nレベルアップした時に\n最大HPが上がりやすい。また、\nDEFENSE CLASSの\nバーサークを覚えやすい。	방어형으로 오래 싸우면\n레벨업했을 때\n최대 HP가 오르기 쉽다. 또한,\nDEFENSE CLASS의\n버서크를 익히기 쉽다.
6762	dialog	1	111	53	防御型で長く戦っていると\n最大HPが上がりやすい。\nまた、\nDEFENSE CLASSの\nバーサークを覚えやすい。	방어형으로 오래 싸우면\n최대 HP가 오르기 쉽다.\n또한,\nDEFENSE CLASS의\n버서크를 익히기 쉽다.
6763	dialog	1	9	4	防御形態	방어형태
6764	dialog	1	31	15	防衛システムのコントロールは、	방위 시스템 제어는,
6765	ui	1	122	59	防衛線を突破した2頭のドラゴンは、\n戦闘を行いつつ、帝都を経由して塔に\n接近。これと前後して、塔の活動に\n変化が生じ始めた。	방위선을 돌파한 두 마리의 드래곤은\n전투를 벌이며 제도를 경유해 탑으로\n접근한다. 이와 전후해 탑의 활동에\n변화가 생기기 시작했다.
6766	dialog	1	21	10	防護システム04起動	방호 시스템 04 기동
6767	dialog	1	21	10	防護システム09起動	방호 시스템 09 기동
6768	dialog	1	21	10	防護システム13起動	방호 시스템 13 기동
6769	dialog	1	35	17	限られた恵みで命をつなぐための掟だ	한정된 은혜로 목숨을 잇기 위한 계율이다
6770	dialog	1	39	19	陛下の御前で醜態をさらすわけにはいかん	폐하 앞에서 추태를 보일 수는 없다
6771	dialog	1	31	15	隊で長っている使のパーツを待う	대열에서 벗어난 병기의 파츠를 줍는다
6772	dialog	1	23	11	隊で長っている儀を待う	대열에서 뒤처진 나를 줍는다
6773	movie	1	15	7	隊長、これは…	대장, 이건…
6774	dialog	1	33	16	隊長からそう聞いてたんで、つい…	대장한테 그렇게 들어서, 그만…
6775	movie	1	39	19	隊長には、クレイメンを追えって言われた	대장에게는 클레이멘을 쫓으라는 명령을 받았다
6776	ui	1	11	5	隊長の日記	대장의 일기
